second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
251,0.183649,0.388167,0.050809,-0.269891,0,0
252,0.420252,0.391376,-1.110169,-0.353919,0,0
253,0.561237,0.392067,-1.359755,-0.393239,0,0
254,0.180073,0.308740,-0.852495,-0.415618,0,0
255,0.285208,0.297868,-0.712805,-0.512750,0,0
256,0.262626,0.292397,-1.138342,-0.706397,0,0
257,0.543700,0.333140,-1.798656,-0.762027,0,0
258,0.128877,0.315783,0.168350,-0.707453,0,0
259,0.098207,0.312269,-0.518230,-0.753183,0,0
260,0.324791,0.298862,-0.591319,-0.786261,0,0
261,0.579371,0.338434,0.096262,-0.781716,0,0
262,,0.329343,,-0.745221,1,6
263,,0.300357,,-0.668405,0,6
264,,0.317540,,-0.642106,0,6
265,,0.322929,,-0.630323,1,12
266,0.543590,0.369756,-0.025077,-0.444779,0,12
267,0.726713,0.400258,0.436024,-0.072332,0,12
268,0.380637,0.442218,-0.867197,-0.244923,0,12
269,0.639727,0.532472,0.171954,-0.129892,0,12
270,1.579906,0.741657,-0.755112,-0.157191,0,12
271,0.315491,0.697677,-0.463012,-0.250403,0,12
272,0.323956,0.644288,0.814424,-0.098285,0,6
273,0.185220,0.586905,1.479701,0.098963,0,6
274,0.308897,0.556015,-0.834754,-0.004783,0,6
275,0.373066,0.537720,0.164167,0.012112,0,0
276,0.357399,0.519101,-0.277659,-0.013146,0,0
277,0.480456,0.494475,0.275341,-0.029215,0,0
278,0.832769,0.539689,1.198782,0.177383,0,0
279,0.384950,0.514211,-1.128601,0.047328,0,0
280,0.314786,0.387699,-0.560592,0.066780,0,0
281,0.432254,0.399375,-0.910876,0.021993,0,0
282,0.263614,0.393341,0.610017,0.001553,0,0
283,,0.416466,,-0.162686,1,6
284,0.166274,0.400619,-0.478638,-0.123118,0,6
285,0.683047,0.435061,-1.111604,-0.264870,0,6
286,0.650510,0.467629,0.133529,-0.219182,0,6
287,0.548268,0.475164,0.355419,-0.210285,0,6
288,,0.430463,,-0.386418,1,12
289,,0.436965,,-0.280392,0,12
290,0.804584,0.506936,0.406769,-0.142198,0,12
291,0.108397,0.460671,-0.992500,-0.153858,0,12
292,,0.493513,,-0.281171,0,12
293,,0.493513,,-0.281171,1,12
294,0.328752,0.520593,-0.944544,-0.358822,0,12
295,0.351468,0.465330,-0.152077,-0.198901,0,12
296,0.541451,0.447153,-0.226342,-0.258879,0,12
297,0.195999,0.388442,-0.524209,-0.405484,0,12
298,0.645775,0.425203,-0.381244,-0.402021,0,6
299,,0.425203,,-0.402021,1,12
