second,EI,EI_smooth10,FAA,FAA_smooth10,blinks,BPM_smooth10
235,,0.279519,,0.987930,0,24
236,,0.294384,,1.024420,1,30
237,,,,,1,36
238,,,,,1,42
239,0.541037,,0.040810,,0,42
240,,,,,1,42
241,0.396784,,1.342499,,0,42
242,0.155047,0.364290,1.991058,1.124789,0,36
243,0.148701,0.310392,1.598497,1.243216,0,30
244,0.273039,0.302922,2.073320,1.409237,0,24
245,0.218691,0.288883,-0.087637,1.159758,0,24
246,0.294514,0.289688,0.825909,1.112065,0,18
247,0.205056,0.279109,0.816172,1.075078,0,12
248,0.133139,0.262890,0.374401,0.997225,0,6
249,0.331038,0.239556,0.923509,1.095303,0,6
250,0.230008,0.238602,2.993766,1.285149,0,0
251,0.256937,0.224617,1.517287,1.302628,0,0
252,,0.232347,,1.226136,1,6
253,0.437514,0.264437,1.612434,1.227685,0,6
254,0.149124,0.250669,1.322193,1.144226,0,6
255,0.373395,0.267858,1.496988,1.320295,0,6
256,0.453209,0.285491,0.485350,1.282456,0,6
257,0.319341,0.298189,-0.418258,1.145297,0,6
258,0.290611,0.315686,0.018332,1.105734,0,6
259,0.304649,0.312754,-0.194775,0.981480,0,6
260,0.308020,0.321422,0.873687,0.745915,0,6
261,0.131496,0.307484,1.956497,0.794717,0,6
262,0.290609,0.305797,1.540938,0.869339,0,0
263,0.361306,0.298176,-0.263180,0.681777,0,0
264,0.321433,0.315407,0.490801,0.598638,0,0
265,0.538479,0.331915,1.237662,0.572706,0,0
266,0.414606,0.328055,-0.254889,0.498682,0,0
267,0.278840,0.324005,0.699411,0.610448,0,0
268,0.233892,0.318333,3.208941,0.929509,0,0
269,0.350950,0.322963,-0.465185,0.902468,0,0
270,0.301899,0.322351,2.536895,1.068789,0,0
271,0.307414,0.339943,1.664356,1.039575,0,0
272,0.070258,0.317908,0.962939,0.981775,0,0
273,0.314483,0.313225,2.122526,1.220346,0,0
274,0.317788,0.312861,-0.370970,1.134169,0,0
275,0.115826,0.270596,1.128944,1.123297,0,0
276,0.111588,0.240294,-0.500464,1.098739,0,0
277,,0.236011,,1.143109,0,0
278,,0.236276,,0.884880,2,12
279,,0.219894,,1.077747,1,18
280,,0.206226,,0.834555,0,18
281,0.330872,0.210136,-0.266936,0.512673,0,18
282,,0.238111,,0.422620,1,24
283,0.342283,0.243671,1.310198,0.260154,0,24
284,0.222721,0.224658,0.956872,0.525723,0,24
285,0.204781,0.242449,-0.024033,0.295127,0,24
286,0.090890,0.238310,0.933177,0.581855,0,24
287,,0.238310,,0.581855,1,30
288,,0.238310,,0.581855,0,18
289,,0.238310,,0.581855,1,18
290,0.217055,0.234767,-0.701260,0.368003,0,18
291,0.335957,0.235615,1.223442,0.616399,0,18
292,0.235544,0.235605,1.577587,0.753712,0,12
293,0.343944,0.235842,0.220771,0.598079,0,12
294,0.171472,0.228521,-1.139867,0.298545,0,12
295,0.223097,0.231137,0.752534,0.409483,0,12
296,0.232668,0.251391,0.276626,0.315690,0,12
297,0.374378,0.266764,0.494274,0.338013,0,6
298,0.330782,0.273877,1.952543,0.517405,0,6
299,0.237203,0.270210,2.310458,0.696711,0,0
300,0.332730,0.281778,2.563259,1.023163,0,0
